what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1422956787464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1422956805464
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422956927199
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422956938868
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1422956941996
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1422956951942
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1422956954085
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1422956954809
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422956961918
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957002156
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1422957042591
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957307464
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957307888
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957308728
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957314838
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1422957316007
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957318869
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957444339
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957444912
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957446135
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957447217
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957460919
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957461386
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957461753
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957462389
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957463020
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957464410
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957593717
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957600640
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957602195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957604658
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1422957609249
